As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number,Main Loan or Credit
2019-08-07T00:00:00.000,2000,LCR,Honduras,HN,P007396,ENVIRON. DEVELOPMENT,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Financial Sector,1121686,FINANCIAL COORDINATOR,1999-08-11T00:00:00.000,LUIS HUMBERTO RODAS,Honduras,HN,10000,99-0771/2757,
2019-08-07T00:00:00.000,2000,LCR,Honduras,HN,P007396,ENVIRON. DEVELOPMENT,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1121686,FINANCIAL COORDINATOR,1999-08-11T00:00:00.000,LUIS HUMBERTO RODAS,Honduras,HN,-10000,99-0771/2757,
2019-08-07T00:00:00.000,2000,LCR,Honduras,HN,P007396,ENVIRON. DEVELOPMENT,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1121686,FINANCIAL COORDINATOR,1999-08-11T00:00:00.000,LUIS HUMBERTO RODAS,Honduras,HN,10000,99-0771/2757,
2019-08-07T00:00:00.000,2000,LCR,Uruguay,UY,P039203,UY FOREST PROD.TSP,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Public Admin,1206299,CIVIL WORKS: RUTA 25-TRAMO: TRES BOCAS (RUTA 24)-YOUNG / LIC,1999-09-29T00:00:00.000,"GUARINO TEMIFAX, S.A.",Uruguay,UY,6726193.06,FC06:GUARINO TEMIFAX(HERDEZ&GONZ,
2019-08-07T00:00:00.000,2000,LCR,Uruguay,UY,P039203,UY FOREST PROD.TSP,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Transportation,1206299,CIVIL WORKS: RUTA 25-TRAMO: TRES BOCAS (RUTA 24)-YOUNG / LIC,1999-09-29T00:00:00.000,"GUARINO TEMIFAX, S.A.",Uruguay,UY,0,FC06:GUARINO TEMIFAX(HERDEZ&GONZ,
2019-08-07T00:00:00.000,2000,LCR,"Venezuela, Republica Bolivariana de",VE,P008223,VE Highway Management,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1202240,ESTABILIZACION DE TALUDES CURVA DE BELLORIN.,1999-12-13T00:00:00.000,SERVICIOS Y MANTENIMIENTOS BENSAY II,"Venezuela, Republica Bolivariana de",VE,892758.97,COD.001C-I-NAC-98-1,
2019-08-07T00:00:00.000,2000,LCR,"Venezuela, Republica Bolivariana de",VE,P008223,VE Highway Management,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1202240,ESTABILIZACION DE TALUDES CURVA DE BELLORIN.,1999-12-13T00:00:00.000,SERVICIOS Y MANTENIMIENTOS BENSAY II,"Venezuela, Republica Bolivariana de",VE,0,COD.001C-I-NAC-98-1,
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005745,TN-2ND EMPL. & TRG.,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1115497,CONSTRUCTION ET EXTENSION CSF EN TEXTILE DE BIR EL KASSA,1999-07-29T00:00:00.000,ENTREPRISE FRIHA ABDELBAKI,Tunisia,TN,-374928.98,AON 07/99 TR - ABDELBAKI,
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005745,TN-2ND EMPL. & TRG.,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Industry & Trade/Ser,1115497,CONSTRUCTION ET EXTENSION CSF EN TEXTILE DE BIR EL KASSA,1999-07-29T00:00:00.000,ENTREPRISE FRIHA ABDELBAKI,Tunisia,TN,374928.98,AON 07/99 TR - ABDELBAKI,
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005745,TN-2ND EMPL. & TRG.,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115497,CONSTRUCTION ET EXTENSION CSF EN TEXTILE DE BIR EL KASSA,1999-07-29T00:00:00.000,ENTREPRISE FRIHA ABDELBAKI,Tunisia,TN,374928.98,AON 07/99 TR - ABDELBAKI,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1201705,PACKAGE L-3 IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTRICT,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,-1273437.77,WBR - 98,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1201705,PACKAGE L-3 IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTRICT,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,1273437.77,WBR - 98,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1201705,PACKAGE L-3 IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTRICT,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,1273437.77,WBR - 98,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1208347,PACKAGE L-2 - IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTRI,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,-1279121.33,WBR - 97,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1208347,PACKAGE L-2 - IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTRI,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,1279121.33,WBR - 97,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1208347,PACKAGE L-2 - IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTRI,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,1279121.33,WBR - 97,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1208348,PACKAGE L-10 - IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTR,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,-1352793.96,WBR - 99,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1208348,PACKAGE L-10 - IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTR,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,1352793.96,WBR - 99,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1208348,PACKAGE L-10 - IMPROVEMENT TO RURAL ROADS IN LAKHIMPUR DISTR,1999-11-30T00:00:00.000,M/S RAITANI ENGG. WORKS PVT. LTD.,India,IN,1352793.96,WBR - 99,
2019-08-07T00:00:00.000,2000,SAR,Pakistan,PK,P010482,BALOCHISTAN COMMUNITY IRRIGATION AND AGR,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1116418,MARA TANGI PERRENIAL IRRIGATION SCHEME,1999-08-17T00:00:00.000,M/S S.H. HAQ NOOR AND CO.,Pakistan,PK,-1363572.81,BCI/MTG/P17,
2019-08-07T00:00:00.000,2000,SAR,Pakistan,PK,P010482,BALOCHISTAN COMMUNITY IRRIGATION AND AGR,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1116418,MARA TANGI PERRENIAL IRRIGATION SCHEME,1999-08-17T00:00:00.000,M/S S.H. HAQ NOOR AND CO.,Pakistan,PK,454524.27,BCI/MTG/P17,
2019-08-07T00:00:00.000,2000,SAR,Pakistan,PK,P010482,BALOCHISTAN COMMUNITY IRRIGATION AND AGR,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1116418,MARA TANGI PERRENIAL IRRIGATION SCHEME,1999-08-17T00:00:00.000,M/S S.H. HAQ NOOR AND CO.,Pakistan,PK,454524.27,BCI/MTG/P17,
2019-08-07T00:00:00.000,2000,SAR,Pakistan,PK,P010482,BALOCHISTAN COMMUNITY IRRIGATION AND AGR,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1116418,MARA TANGI PERRENIAL IRRIGATION SCHEME,1999-08-17T00:00:00.000,M/S S.H. HAQ NOOR AND CO.,Pakistan,PK,909048.54,BCI/MTG/P17,
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P067329,BJ Distance Learning Project - LIL,"Services,  Others",CIVIL WORKS,Direct Selection,IBRD/IDA,Education,1119932,AGETUR FEES FOR WORKS/SUPERVISION,1999-08-02T00:00:00.000,ETAT-AGETUR,Benin,BJ,355804.66,103/MFE/CAB/DC,
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P067329,BJ Distance Learning Project - LIL,"Services,  Others",CIVIL WORKS,Direct Selection,IBRD/IDA,Info & Communication,1119932,AGETUR FEES FOR WORKS/SUPERVISION,1999-08-02T00:00:00.000,ETAT-AGETUR,Benin,BJ,0,103/MFE/CAB/DC,
2019-08-07T00:00:00.000,2000,AFR,Ghana,GH,P000973,GH-Urban Env Sanitation 1 (BD FY06),Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1119433,"CIVIL ENGINEERING SERVICES CONTRACT (NOV.1999-OCT.31,2002)",1999-10-28T00:00:00.000,GEORGE ASIEDU,Ghana,GH,179000,SCR/ADM 283/SF7.4,
2019-08-07T00:00:00.000,2000,AFR,Ghana,GH,P000973,GH-Urban Env Sanitation 1 (BD FY06),Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Transportation,1119433,"CIVIL ENGINEERING SERVICES CONTRACT (NOV.1999-OCT.31,2002)",1999-10-28T00:00:00.000,GEORGE ASIEDU,Ghana,GH,89500,SCR/ADM 283/SF7.4,
2019-08-07T00:00:00.000,2000,AFR,Ghana,GH,P000973,GH-Urban Env Sanitation 1 (BD FY06),Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Water/Sanit/Waste,1119433,"CIVIL ENGINEERING SERVICES CONTRACT (NOV.1999-OCT.31,2002)",1999-10-28T00:00:00.000,GEORGE ASIEDU,Ghana,GH,-179000,SCR/ADM 283/SF7.4,
2019-08-07T00:00:00.000,2000,AFR,Ghana,GH,P050615,PUB.SECTOR MNGT.PROG,Instutional/Management Assistance,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1117320,EXTENSION CONTRACT APPIAH KORANTENG (2 YEARS),1999-08-04T00:00:00.000,DR. APPIAH KORANTENG,Ghana,GH,72000,NOT KNOWN,
2019-08-07T00:00:00.000,2000,AFR,Ghana,GH,P050615,PUB.SECTOR MNGT.PROG,Instutional/Management Assistance,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1117321,EXTENSION CONTRACT ANTHONY ADU-BAFFOUR (2 YEARS),1999-08-04T00:00:00.000,ANTHONY ADU-BAFFOUR,Ghana,GH,48000,NOT KNOWN,
2019-08-07T00:00:00.000,2000,AFR,Ghana,GH,P050615,PUB.SECTOR MNGT.PROG,Instutional/Management Assistance,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1117322,CONTRACT SULEIMANA IBRAHIM (2 YEARS),1999-08-04T00:00:00.000,MR. SULEMANA IBRAHIM,Ghana,GH,48000,NOT KNOWN,
2019-08-07T00:00:00.000,2000,AFR,Mozambique,MZ,P001786,MZ Edu Sec Strtgy Prgm ESSP TAL (FY99),Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Education,1205393,FINANCIAL CONTROLLER,1999-08-03T00:00:00.000,RIZAL JARMONILLA LIBRE,Philippines,PH,0,ESSP-7A/99/MINED,
2019-08-07T00:00:00.000,2000,AFR,Mozambique,MZ,P001786,MZ Edu Sec Strtgy Prgm ESSP TAL (FY99),Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1205393,FINANCIAL CONTROLLER,1999-08-03T00:00:00.000,RIZAL JARMONILLA LIBRE,Philippines,PH,78000,ESSP-7A/99/MINED,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003609,SICHUAN GAS DEV & CONSERVATION,"Equipment, Electrical",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1123152,"GAS PRODUCTION TECHNOLOGY LABORATORY DEVICE PACKAGE B, C",1999-08-26T00:00:00.000,AXON INSTRUMENT LTD.,United Kingdom,GB,1062421,99GB01M61I9027021,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003609,SICHUAN GAS DEV & CONSERVATION,"Equipment, Energy Exploration, Productio",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1117275,PIPELINE CORROSION MONITORING DEVICES & BURIED PIPELINE DETE,1999-08-15T00:00:00.000,CORROCEAN SRL.,Italy,IT,538730,99UMXH/471099IT,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003609,SICHUAN GAS DEV & CONSERVATION,"Equipment, Energy Exploration, Productio",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1117283,SUBMERGED-ARC WELDED STEEL PIPES (SOOUR GAS SERVICE),1999-09-10T00:00:00.000,SAW PIPES LIMITED,India,IN,6455840,99IN01M6317306662,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003609,SICHUAN GAS DEV & CONSERVATION,"Equipment, Energy Exploration, Productio",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1121577,GAS PRODUCTION TECHNOLOGY LABORATORY DEVICES,1999-08-30T00:00:00.000,"CENTRILIFT, A BAKER HUGHES CO.",United States,US,942379,99US01M61I9027020,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003609,SICHUAN GAS DEV & CONSERVATION,"Equipment, Energy Exploration, Productio",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1202667,ON-LINE NATURAL GAS ANALYZERS,2000-02-28T00:00:00.000,BEIJING NORTHKING ELECTRONICS TECHNOLOGY DEVELOPMENT CO. LTD,China,CN,505444.2,00CN01M63I8471305,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003404,SICHUAN GAS DEV. CON,"Equipment, Energy Exploration, Productio",GOODS,International Competitive Bidding,GEF,Energy & Extractives,1117293,GAS LEAKAGE DETECTION & POLLUTION MEASUREMENT INSTRUMENTS,1999-08-30T00:00:00.000,TEK EQUIPMENT INC.,United States,US,0,99UMXH/471098US,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003404,SICHUAN GAS DEV. CON,"Equipment, Energy Exploration, Productio",GOODS,International Competitive Bidding,GEF,Public Admin,1117293,GAS LEAKAGE DETECTION & POLLUTION MEASUREMENT INSTRUMENTS,1999-08-30T00:00:00.000,TEK EQUIPMENT INC.,United States,US,803269.47,99UMXH/471098US,
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004839,VN Forest Protection and Rural Dev.,"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Agriculture,1118356,1 ISUZU FTS33F (PACKAGE 1) & 5 ISUZU FTS 55H (PACKAGE 3),1999-10-12T00:00:00.000,TOMEN VEHICLES & EQUIPMENT,Japan,JP,-311352.5,ICB 02/99FP-V-TM,
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004839,VN Forest Protection and Rural Dev.,"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1118356,1 ISUZU FTS33F (PACKAGE 1) & 5 ISUZU FTS 55H (PACKAGE 3),1999-10-12T00:00:00.000,TOMEN VEHICLES & EQUIPMENT,Japan,JP,155676.25,ICB 02/99FP-V-TM,
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004839,VN Forest Protection and Rural Dev.,"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Social Protection,1118356,1 ISUZU FTS33F (PACKAGE 1) & 5 ISUZU FTS 55H (PACKAGE 3),1999-10-12T00:00:00.000,TOMEN VEHICLES & EQUIPMENT,Japan,JP,155676.25,ICB 02/99FP-V-TM,
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004839,VN Forest Protection and Rural Dev.,"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Transportation,1118356,1 ISUZU FTS33F (PACKAGE 1) & 5 ISUZU FTS 55H (PACKAGE 3),1999-10-12T00:00:00.000,TOMEN VEHICLES & EQUIPMENT,Japan,JP,155676.25,ICB 02/99FP-V-TM,
2019-08-07T00:00:00.000,2000,ECA,Bulgaria,BG,P008319,WATER COMPANIES REST,"Equipment, Water Supply and Sewerage",GOODS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1115575,SUPPLY OF WATER METERS - LOT 1 JET METERS; LOT2- WOLTMAN MET,1999-10-26T00:00:00.000,SCHLUMBERGER INDUSTRIES SA,France,FR,175807.38,CONTRACT LOT 2,
2019-08-07T00:00:00.000,2000,ECA,Hungary,HU,P039449,HIGHER EDUC,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Education,1201937,PROJECT MANAGEMENT SERVICES FOR HAC (PROJECT MANAGER),1999-07-01T00:00:00.000,BALAZS HUNYA,Hungary,HU,0,1.10.52 - PROJECT MANAGER,
2019-08-07T00:00:00.000,2000,ECA,Hungary,HU,P039449,HIGHER EDUC,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1201937,PROJECT MANAGEMENT SERVICES FOR HAC (PROJECT MANAGER),1999-07-01T00:00:00.000,BALAZS HUNYA,Hungary,HU,8797.92,1.10.52 - PROJECT MANAGER,
2019-08-07T00:00:00.000,2000,ECA,Hungary,HU,P039449,HIGHER EDUC,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Education,1201963,PROJECT MANAGEMENT SERVICES FOR HAC (ASSISTANT),1999-07-01T00:00:00.000,BEATRIX BORZA (FEBO BT.),Hungary,HU,0,1.10.52 - ASSISTANT,
2019-08-07T00:00:00.000,2000,ECA,Hungary,HU,P039449,HIGHER EDUC,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1201963,PROJECT MANAGEMENT SERVICES FOR HAC (ASSISTANT),1999-07-01T00:00:00.000,BEATRIX BORZA (FEBO BT.),Hungary,HU,7524.54,1.10.52 - ASSISTANT,
2019-08-07T00:00:00.000,2000,ECA,Poland,PL,P008571,PRIV & RESTRUCT,"Equipment, Electrical",GOODS,National Competitive Bidding,IBRD/IDA,Financial Sector,1209912,DELIVERY AND INSTALLATION OF STRUCTURAL CABLING IN THE MOE,1999-08-18T00:00:00.000,SOLIDEX LTD,Poland,PL,1536627,MSP/411/98,
2019-08-07T00:00:00.000,2000,ECA,Poland,PL,P008571,PRIV & RESTRUCT,"Equipment, Electrical",GOODS,National Competitive Bidding,IBRD/IDA,Industry & Trade/Ser,1209912,DELIVERY AND INSTALLATION OF STRUCTURAL CABLING IN THE MOE,1999-08-18T00:00:00.000,SOLIDEX LTD,Poland,PL,-1536627,MSP/411/98,
2019-08-07T00:00:00.000,2000,ECA,Poland,PL,P008571,PRIV & RESTRUCT,"Equipment, Electrical",GOODS,National Competitive Bidding,IBRD/IDA,Public Admin,1209912,DELIVERY AND INSTALLATION OF STRUCTURAL CABLING IN THE MOE,1999-08-18T00:00:00.000,SOLIDEX LTD,Poland,PL,1536627,MSP/411/98,
2019-08-07T00:00:00.000,2000,ECA,Poland,PL,P008593,ROADS 2,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Public Admin,1119099,PAVEMENT STRENGTHENING OF NATIONAL ROAD NO. 7 GDANSK-WARSZAW,1999-08-13T00:00:00.000,DROMEX S.A.,Poland,PL,1271802.22,CONTRACT NO. 74.1,
2019-08-07T00:00:00.000,2000,ECA,Poland,PL,P008593,ROADS 2,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Transportation,1119099,PAVEMENT STRENGTHENING OF NATIONAL ROAD NO. 7 GDANSK-WARSZAW,1999-08-13T00:00:00.000,DROMEX S.A.,Poland,PL,0,CONTRACT NO. 74.1,
2019-08-07T00:00:00.000,2000,ECA,Poland,PL,P008593,ROADS 2,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Public Admin,1119136,CONSTRUCTION OF RADYMNO BYPASS IN THE ROUTE OF NATIONAL ROAD,1999-09-01T00:00:00.000,STRABAG INTER.,Poland,PL,7680107.38,CONTRACT NO. 80,
2019-08-07T00:00:00.000,2000,ECA,Poland,PL,P008593,ROADS 2,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Transportation,1119136,CONSTRUCTION OF RADYMNO BYPASS IN THE ROUTE OF NATIONAL ROAD,1999-09-01T00:00:00.000,STRABAG INTER.,Poland,PL,0,CONTRACT NO. 80,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1118560,REHABILITATION OF POLYCLINIC # 1 OF ROSTOV-ON-DON,1999-09-08T00:00:00.000,"OOO ""MIR""",Russian Federation,RU,416299.03,R/80-2B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1118560,REHABILITATION OF POLYCLINIC # 1 OF ROSTOV-ON-DON,1999-09-08T00:00:00.000,"OOO ""ALTAIR""",Russian Federation,RU,416299.03,R/80-2B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Health,1118560,REHABILITATION OF POLYCLINIC # 1 OF ROSTOV-ON-DON,1999-09-08T00:00:00.000,"OOO ""MIR""",Russian Federation,RU,-1248897.09,R/80-2B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Health,1118560,REHABILITATION OF POLYCLINIC # 1 OF ROSTOV-ON-DON,1999-09-08T00:00:00.000,"OOO ""ALTAIR""",Russian Federation,RU,-1248897.09,R/80-2B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1118560,REHABILITATION OF POLYCLINIC # 1 OF ROSTOV-ON-DON,1999-09-08T00:00:00.000,"OOO ""MIR""",Russian Federation,RU,832598.06,R/80-2B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1118560,REHABILITATION OF POLYCLINIC # 1 OF ROSTOV-ON-DON,1999-09-08T00:00:00.000,"OOO ""ALTAIR""",Russian Federation,RU,832598.06,R/80-2B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1118560,REHABILITATION OF POLYCLINIC # 1 OF ROSTOV-ON-DON,1999-09-08T00:00:00.000,"OOO ""MIR""",Russian Federation,RU,416299.03,R/80-2B/99,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P035761,COMMUNITY SOC INF,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1118560,REHABILITATION OF POLYCLINIC # 1 OF ROSTOV-ON-DON,1999-09-08T00:00:00.000,"OOO ""ALTAIR""",Russian Federation,RU,416299.03,R/80-2B/99,
2019-08-07T00:00:00.000,2000,ECA,Uzbekistan,UZ,P009125,HEALTH,"Equipment, Educational",GOODS,Shopping,IBRD/IDA,Health,1119533,COMPUTER HARDWARE & SOFTWARE,1999-08-23T00:00:00.000,BLOOMING INDUSTRIES LTD,United Kingdom,GB,-70008.51,507-1/99 IM-37,
2019-08-07T00:00:00.000,2000,ECA,Uzbekistan,UZ,P009125,HEALTH,"Equipment, Educational",GOODS,Shopping,IBRD/IDA,Public Admin,1119533,COMPUTER HARDWARE & SOFTWARE,1999-08-23T00:00:00.000,BLOOMING INDUSTRIES LTD,United Kingdom,GB,140017.02,507-1/99 IM-37,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1121534,CONSULT-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-08-02T00:00:00.000,JORGE EDUARDO BORRELLI,Argentina,AR,69307.62,99918/11,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Transportation,1121534,CONSULT-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-08-02T00:00:00.000,JORGE EDUARDO BORRELLI,Argentina,AR,-138615.24,99918/11,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Water/Sanit/Waste,1121534,CONSULT-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-08-02T00:00:00.000,JORGE EDUARDO BORRELLI,Argentina,AR,138615.24,99918/11,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1121535,CONSULTORA-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-08-02T00:00:00.000,ANDREA KARINA PEREIRA,Argentina,AR,67207.39,99918/10,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Transportation,1121535,CONSULTORA-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-08-02T00:00:00.000,ANDREA KARINA PEREIRA,Argentina,AR,-134414.78,99918/10,
